Link,Pattern String,Deceptive?
https://nutrabay.com/product/ultimate-nutrition-prostar-100-whey-protein/,2049 sold in the last 7 days,1
https://organicaromas.com/products/essential-oil-diffuser-aromatherapy-radiance,Someone in city just added Radiance - Nebulizing Diffuser® to their cart,1
https://pclinkshop.co.za/shop/computing/mouse-keyboard-other/game-console/pdp-afterglow-lvl-3-stereo-headset-for-ps4-retail-box-no-warranty-on-software-pdp-051-031-au-lic/,1626 people seeing this product right now,1
https://pelacase.com/products/save-the-waves-black-google-pixel-2xl-eco-friendly-phone-case?variant=12170059087986,"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1
https://platt.com/platt-electric-supply/Locknuts-Steel/Multiple/1008/product.aspx?zpid=65918&reload=yes,In other users' carts 59,1
https://printfads.com/collections/jewelry/products/firefighters-mom-necklace?variant=21408203505744,5 Viewing This Product,1
https://puffy.com/products/puffy-mattress,"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",1
https://purekana.com/products/mint-cbd-oil-40-servings/,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,1
https://raenwear.com/collections/family-collection/products/unisex-mickey-mouse-inspired-3-piece-outfit,"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",1
https://rednecknationstrong.com/products/mudweiser-rnss-54,"Bobby in Decatur, United States just purchased",1
https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1
https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1,"2,221 people have purchased this item",1
https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1,"19,302 people have added this item to cart",1
https://retro-stage.com/products/1950s-lace-3-4-sleeve-swing-dress-1,"25,439 people have viewed this item",1
https://riotsociety.com/collections/st-patricks-day-beer-stein-collection/products/hold-my-beer-stein-embroidered-mens-long-sleeve-t-shirt,Popular item! 🔥 27 people recently purchased this.,1
https://rosymerry.com/collections/newest-products/products/vintage-plain-crew-neck-long-sleeve-plus-size-blouse,"BERNARD in Philadelphia, United States purchased a",1
https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1
https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired,16 recently purchased it.,1
https://savethebeesproject.com/products/limited-edition-honeycomb-heart-necklace-bee-inspired,🔥 9 people are viewing this.,1
https://secure.mdg.com/ProductDetail.aspx?ItemID=6510&CategoryID=2&guide=0,3 people are looking at this product,1
https://sexyrealsexdolls.com/collections/tpe-sex-dolls/products/150cm-4ft11-m-cup-bbw-big-hooters-sex-doll-booba,"Someone in Sasebo, Japan just bought",1
https://shapermint.com/collections/sale/products/empetua-ultra-thin-high-waisted-panties?variant=7568059859004,More than 752 users are adding shapewear to their cart. Is your size left?,1
https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021,17 people have added this item to cart,1
https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021,4 people have purchased this item,1
https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021,161 people have viewed this item,1
https://shop.iravin.com/collections/women-clothing-sale/products/51031?variant=21434152616021,Someone in Egypt bought,1
https://shop.ogadget.com/products/jelly,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1
https://shop.ozobot.com/products/evo-educator-kit,"1,142 people have added to cart recently",1
https://shop.ozobot.com/products/evo-educator-kit,"6,743 people have viewed recently",1
https://shopthemint.com/collections/dresses/products/88949-red?variant=22779286323258,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1
http://ebay.com/,"Electronics, Cars, Fashion, Collectibles & More | eBay Open Expand Svg Skip to main content Shop by category Shop by category Enter your search keyword All Categories Advanced Hi (",0
http://snapdeal.com/,"Shop Online for Men, Women & Kids Clothing, Shoes, Home Decor Items Show all data We would like to send you awesome offers! Notifications can be turned off anytime from settings. NOT NOW Allow v2 Brand Waali Quality, Bazaar Waali Deal! Impact@Snapdeal Gift Cards",0
https://www.indiamart.com/,"IndiaMART - Indian Manufacturers Suppliers Exporters Directory, India Exporter Manufacturer IndiaMART Get Best Price Search for products & find verified sellers near you All India Search Products You May Like",0
https://www.firstcry.com/,Baby Products Online India: Newborn Baby Products & Kids Online Shopping at FirstCry.com We see that you have personalized your site experience by adding your child's date of birth and gender on site. We would love to send you the best offers relevant for your child from time to time and so we have added these details to your FirstCry.com account details. Undo Sorry. No Suggestions Available. Click on the icon or press enter to search Retrieving Suggestions Select location Stores & Preschools Find Stores Find Preschools,0
https://www.myntra.com/,Site Maintenance Oops! Something went wrong Please contact your administrator,0
https://pharmeasy.in/,"PharmEasy: Online Pharmacy & Medical Store in India | 50 Lakhs+ Customers. Express delivery to Select Pincode Search for Search Download App Hello, Log in Offers Cart",0
https://www.mensxp.com/,MensXP - India's Largest Men's Lifestyle Destination हिंदी में देखें मराठीमध्ये वाचा Advertise With Us About Us Contact Us MensXP Bling Fashion Fashion Fashion Tips & Advice,0
https://www.maxfashion.in/in/en/,"Online Shopping for Women, Men, Kids Fashion in India | Max Fashion Free Shipping on orders above ₹999. Return to Store Shop Online, Return In-Store. Know More Online Gift Card Get 10% Off Instantly. Learn more Download our Apps",0
https://www.ajio.com/,"Online Shopping for Women, Men, Kids – Clothing, Footwear | AJIO Sign In / Join AJIO Customer Care Visit AJIOLUXE MEN Shop by: CATEGORIES CLOTHING FOOTWEAR ACCESSORIES",0
https://www.tatacliq.com/#!,You need to enable JavaScript to run this app.,0
https://www.lenskart.com/,"Lenskart - Glasses, Sunglasses, Contact Lens, Frames Online Track Order Sign In & Sign Up Wishlist Cart New Arrivals Eyeglasses Computer Eyeglasses",0
https://www.1mg.com/,Online Pharmacy India | Buy Medicines from India's Trusted Medicine Store: 1mg.com New Delhi Choose city Change Language Sign in to your account +91 Get verification code or Sign in with email Have a referral code?,0
https://www.croma.com/,Croma Electronics | Online Electronics Shopping | Buy Electronics Online Store Locator Menu My Account 0 ;,0
https://paytmmall.com/,Paytm Mall - India's Premier Online Shopping Mall Shop By Category My Orders Log In/Sign Up Shop By Category Gift Cards Fashion Grocery & Home Decor Jewellery Furniture & Electronics,0
https://www.vishalmegamart.com/,"Vishal Mega Mart India | Official Website × Welcome to Vishal Mega Mart! Select your Language English हिन्दी Browse Without Login/Signup or × Sorry, currently we are not delivering at your location. Please select a different location.",0
https://www.cars24.com/,Buy and Sell Used Cars Online | CARS24 New Delhi Buy a car Popular makes Maruti Hyundai Honda Tata Renault Volkswagen,0
https://www.craftsvilla.com/,× SIZE CHART × × Deliver this items on: Custom Schedule Every days Day Of Week M,0
https://mydukaan.io/,Dukaan - Enterprise Ecommerce Platform for Businesses Republic day sale Subscribe now to Yearly plan and avail upto 26% discount! Avail now 06 Days : 08 Hours :,0
https://www.livspace.com/in/,Best Interior Designers Company in India - Livspace Our website uses cookies. Learn more Interiors Design Ideas Modular Kitchen Designs Wardrobe Designs Bathroom Designs Master Bedroom Designs Living Room Designs,0
https://www.shoppersstop.com/,"Online Shopping India - Shop for clothes, shoes, Bags, watches @ Shoppersstop.com <img  height=""1"" width=""1"" style=""display:none"" src=""https://www.facebook.com/tr?id=667942600363269&amp;ev=PageView&amp;noscript=1""> <img  height=""1"" width=""1"" src=""https://www.facebook.com/tr?id=653152684810173&amp;ev=PageView&amp;noscript=1""> HOME First Citizen Club All Stores Help & Support Category 50 Shop for",0
https://www.decathlon.in/,Decathlon - Buy Sport Products Online | Download Decathlon App All Sports Sign In Sign In My Store Support Wishlist Cart Search For 60+ Sports & 6000+ Products,0
https://www.caratlane.com/,CaratLane A Tanishq Partnership | Best Store for Online Jewellery Shopping CaratLane TV Refer & Earn New Arrivals Best Sellers Special Deals Silver Rings Earrings More Jewellery,0
https://www.cartrade.com/,"CarTrade | Used Cars, New Cars, Sell Cars, Car Prices in India, News New Cars Search By Price Upto 5 Lakh 5 Lakh - 8 Lakh 6 Lakh - 10 Lakh 8 Lakh - 12 Lakh 10 Lakh - 15 Lakh Find Your Car Popular Brands",0
https://www.jiomart.com/,"JioMart: India's online shopping destination Deliver to Select Delivery Location Sign in or set delivery location to see product availability, offers and discounts. Sign In to select address Enter a pincode Detect My Location Enter PIN Code Enter PIN code to see product availability, offers and discounts. PIN Code",0
https://www.nnnow.com/,NNNOW - India's Leading Online Store For Top International Brands You need to enable JavaScript to run this app. Grab FLAT 15% OFF at SEPHORA | | Login CLEARANCE SALE MEN WOMEN KIDS,0
https://www.koovs.com/,Online Shopping for Women & Men's Fashion | Upto 20% OFF | Koovs 1.8M Followers 682k Followers Open doors to a world of fashion | Young and fresh English Cart 0 Men Clothing New in,0
https://www.bewakoof.com/,"Online Fashion Shopping for Men, Women, Accessories - Bewakoof.com",0
https://www.fynd.com/,"Fynd | Multiplatform tech company Platforms Our Platforms Discover All Commerce Fynd Commerce Platform Unified and composable retail solutions Catalog Cloud Centralize, enhance, and distribute product data REcommerce",0
https://www.lifestylestores.com/in/en/,"Online Shopping for Men, Women & Kids in India | Lifestyle Stores Free Shipping On All Orders above 700 Click & Collect Order Online And Collect at a Store Of Your Choice For Free. Learn more Return To Store Return to your nearest Store. Download our Apps Store Locator",0
https://www.industrybuying.com/,"Buy Industrial & Business Supplies Online at the Best Price | Industrybuying """" false true For any query, email us at care@industrybuying.com or call us on +91 8448449073 Shop by Category All Categories",0
https://www.urbancompany.com/delhi-ncr,"Urban Company - Get Expert Professional Services at Home in Delhi NCR UC Connaught Place, New Delhi Login Home services at your doorstep What are you looking for? Women's Salon, Spa & Laser Clinic Men's Salon & Massage AC & Appliance Repair Cleaning & Pest Control",0
https://www.limeroad.com/,"Online Shopping Site - Shop Men & Women Fashion Online in India Limeroad.com: A Revolutionary Online Shopping Website and Discovery Platform for Fashionable Men and Women Still waiting for a revolutionary online shopping website? Well, wait no more. Limeroad.com is here with an amazing platform that not only lets you shop for your style but also lets you discover your style and share it with world. Limeroad welcomes all you fashionable men and women to scroll through a never ending variety of the most fashionable apparels, accessories, shoes and more. Not just that, with the amazing and exclusive Scrapbook feature, Limeroad.com lets you create fashionable looks using your own style sensibilities and share them with people from all corners. Discover your style and shop for your style only on Limeroad.com. Stay trendy with Limeroad.com! Engage now! India’s Most Stylish Online Shopping Site, Limeroad.com, Brings You the Best Trends of the Season •   Limeroad.com is the best online shopping site for all you fashionable women and men who never let style slip away. We have a collection featuring the latest apparels, accessories, footwear as well as home décor for all you fashionable people to shop from. What you find on Limeroad is right what’s trending. We keep our catalogue updated with the latest trends so you never go out of style. Make Limeroad.com your ultimate shopping site and stay trendy always.",0
https://www.healthkart.com/,"HealthKart - India's #1 Authentic Online Supplement Store HealthKart Facebook Instagram Youtube The Presidency Tower, Tower-B, 2nd Floor, 46/4, Mehrauli Rd opp. government girls college, Anamika Enclave, Sector 14, Gurugram, Haryana India 122001 0124-4616444 Login",0
https://www.cashify.in/,Sell/Buy Old and Used Mobile Phones Online in India For Instant Cash | Cashify Select City Login All Sell Phone More in Sell Top Brands Apple,0
https://www.urbanladder.com/,Furniture Online: @Upto 50% Off on Wooden Furniture Online in India - Urban Ladder Republic Day Sale | Ends in 3 days | Up to 70% off + Extra 10% off | Click to Shop! Help Track Order Find a Store Bulk Orders Gift Cards UL Services Log In,0
https://www.hopscotch.in/,Help .... Hopscotch .... Help Discover Moments Search Search Javascript required,0
https://www.clovia.com/,"Lingerie - Buy Lingerie for Women Online in India | Clovia <img height=""1"" width=""1"" style=""display:none"" src=""https://www.facebook.com/tr?id=673630162724256&ev=PageView&noscript=1"" /> Online offers and coupons not applicable on Exclusive Range Ok Got it × Free Returns 100% Privacy",0
https://www.myglamm.com/,Buy Best International Premium Beauty Products & Luxury Cosmetics Online in India - MyGlamm LIT Liquid Matte Lipstick + LIT Velvet Matte Liquid Lipstick GET this @ Re1 SHOP NOW MyGlamm Store Home Makeup Lips Lipstick Crayon Lipstick Liquid Lipstick,0
https://www.medibuddy.in/,"Book Health Checks, Lab tests, Online Medicine & Doctor Consultation | MediBuddy",0
https://www.thesouledstore.com/,"Online Shopping for Men & Women Clothing, Accessories at The Souled Store",0
https://www.clickoncare.com/,"ClickOnCare.com - Skin, Hair & Nutrition Store Skip to content Lukewarm Ceramide & Vitamin Shampoo - Your Daily Defence The NEW Glutathione Face Wash from LUKEWARM - Glow & Radiance Earth-wide Deliveries at your Doorstep Skin Care Skin Care Face Body Eyes & LIp",0
https://www.dunzo.com/delhi,"Delivery in New Delhi - order food & online grocery shopping | Dunzo Set Location Dunzo for Partners Business with Dunzo Search Cart Sign in Order Paan items, munchies and much more on our new Dunzo Mo app Download Dunzo Mo app now Home",0
https://www.portea.com/,Healthcare at Home: India's #1 Home Care Services Our Services Physiotherapy Nursing Medical Equipment Trained Attendants Lab Tests Elder Care Doctor Consultation Mother & Baby Care,0
https://www.naaptol.com/,"Online Shopping India, Shop Mobile Phone, Mens & Womens Wear, Jewellery, Home Appliances at Naaptol.com Hi Guest | Log In / Register | Track Order | Download App |",0
https://simsim.net.in/,India's No #1 Shopping Site – simsim India's No #1 Shopping Site All Featured Product 50% off -10000+ Happy😊 Costomers❤️ ! simsim Home Shop Home Man,0
https://www.uniqlo.com/in/en/,UNIQLO,0
https://udaan.com/,Udaan - B2B Buying for Retailers,0
https://woovly.com/,"Woovly: Buy Makeup, Skincare, & Personal Care Products Online in India Shop Review Search for brand, products, etc Woovly Coins Log In Cart 0 1.2M+ Video reviews",0
https://www.enrichbeauty.com/,Enrich Beauty,0
https://www.dmart.in/,"Daily Offers, Daily Discounts on DMart Ready Daily Offers, Daily Discounts on DMart Ready",0
http://yepme.com/#/home,yepme,0
https://www.milkbasket.com/,Milkbasket:Online Milk & Grocery Store| Assured 7 am delivery Home How it works Why Milkbasket Testimonial Where we deliver? About Us Blog Milk & more.,0
https://glowroad.com/,"GlowRoad - Work from Home, Earn Money online, Resell Products You need to enable JavaScript to run this app.",0
https://www.foxy.in/,"Foxy : Shop beauty, grooming and cosmetics products online at the best prices. Home Categories Offers For You Brands Top Searches Lipstick Lip balm Eyeshadow",0
https://vanitywagon.in/,Clean Beauty Marketplace | Buy Natural Beauty Products Online in India — Vanity Wagon Skip to content THE VANITY DOSSIER VANITY WATCH CONTACT US TRACK YOUR ORDER THE VANITY DOSSIER VANITY WATCH CONTACT US TRACK YOUR ORDER,0
https://shop.recodestudios.com/,"Buy Beauty, Skincare & Cosmetics Products Online - Recode Studios Use code app first to get 10% extra off on recode products APPFIRST Download Now Home Shop Shop Recode Lipsticks Recode Lip - Tint - Balm - Scrub Recode Eyes",0
https://www.boddess.com/,"Buy Premium Cosmetics & Beauty Products Online From Boddess Beauty The store will not work correctly in the case when cookies are disabled. JavaScript seems to be disabled in your browser. For the best experience on our site, be sure to turn on Javascript in your browser. Toggle Nav Compare Products Offers Sign In Search Search",0
https://www.truemeds.in/,Order Medicines Online | Online Pharmacy From Truemeds Download App Login / Signup Cart Medicines Personal Care Skin Care Hair Care Baby and Mom Care Sexual Wellness,0
https://in.urbanic.com/,URBANIC,0
https://fraazoapp.netlify.app/,Fraazo You need to enable JavaScript to run this app.,0
https://www.tatadigital.com/v2/homepage,"Tata Neu - Online Shopping  for Grocery, Electronics, Fashion & More Tata Neu : Your One-Stop Online Shopping Destination",0
https://www.shopsy.in/,"Online Shop for latest trends in Women and Men Fashion, Beauty Home & More | Shopsy",0
https://www.instagram.com/coolwinks_com/?hl=en,coolwinks (@coolwinks_com) • Instagram photos and videos,0
https://sustainkart.com/,SustainKart - India's First Marketplace for a Sustainable Living X SustainKart 🔥 USE CODE: FREESHIP FREE SHIPPING ON ₹1999 & ABOVE |,0
http://urbanmuni.com/,"Urban Muni - Health and Wellness platform Urban Muni - Health and Wellness platform India’s 1st Organic, Clean and Ayurveda Beauty and Wellness Platform. 100% Authentic Products Directly Delivered By Brands. +91 9311 741 202 SHOP BRANDS Popular brands products 6 6 RASA A Aerth Naturals",0
https://www.xtracover.com/,Buy Refurbished Mobile Phones & Laptops at Best Prices Buy Device Sell Device Free Shipping on all Orders + Get 10% off on Prepaid Orders today. Max discount Rs 500. Use Code PREP10 menu Buy Device Sell,0
https://onegreen.in/,"OneGreen.in - Online Shop for Natural, Organic & Safe products Get 10% off on your first purchase. Use code FIRST10 at checkout About us About us News Team Know your labels Blog One g",0
https://www.joybynature.com/,Buy Organic Products - Online Natural & Herbal Products India Dropdown trigger My Account My Wishlist 0 0 My Cart It appears that your cart is currently empty! Continue Shopping Total:,0
https://infra.market/,Building and Construction Materials Supplier | Civil Material Suppliers in India - Infra.Market About Us Company Vision & Mission Values Strategic Investments Key Projects Our Partners Leadership Team Awards,0
